Event Type,Attendees,Expenses,Success
Seminars,1191,81201,1
Cultural,110,21140,1
Seminars,786,179119,1
Cultural,1488,118914,1
Cultural,459,81752,1
Sports,180,22008,1
Seminars,708,141663,1
Sports,516,7726,1
Seminars,469,96134,1
Sports,594,61174,1
Cultural,146,18640,1
Sports,390,34199,1
Seminars,669,58259,1
Sports,812,157827,1
Cultural,914,60663,1
Seminars,1384,145792,1
Sports,594,35463,1
Cultural,328,62727,1
Seminars,594,28291,1
Sports,747,29081,1
Seminars,424,67973,1
Cultural,1466,55643,1
Seminars,1013,38920,1
Sports,1288,7334,1
Sports,600,2278,1
Seminars,361,73773,1
Sports,675,91523,1
Seminars,163,10590,1
Sports,230,15306,1
Seminars,836,176631,1
Cultural,621,130077,1
Cultural,1251,100530,1
Cultural,601,37515,1
Sports,834,129446,1
Seminars,326,75765,1
Sports,398,57630,1
Cultural,358,12049,1
Cultural,610,36559,1
Cultural,634,97553,1
Seminars,1308,38425,1
Sports,218,2731,1
Cultural,615,35831,1
Seminars,745,180666,1
Cultural,801,16064,1
Seminars,827,13295,1
Sports,731,90285,1
Seminars,1397,12815,1
Seminars,864,202962,1
Sports,1129,244893,1
Seminars,422,96255,1
Seminars,1300,152301,1
Sports,1479,75926,1
Sports,304,4606,1
Sports,585,82422,1
Cultural,1185,37313,1
Seminars,628,48772,1
Cultural,1463,160533,1
Cultural,1256,218646,1
Cultural,349,72873,1
Cultural,949,200500,1
Sports,1041,12765,1
Cultural,683,18069,1
Cultural,820,21761,1
Seminars,1421,159163,1
Seminars,706,113209,1
Seminars,968,137756,1
Sports,1316,106962,1
Sports,907,14808,1
Seminars,936,220894,1
Seminars,717,117759,1
Sports,1015,172340,1
Sports,844,66736,1
Seminars,1089,13773,1
Sports,749,97578,1
Seminars,189,40797,1
Cultural,1355,40147,1
Sports,1160,44182,1
Sports,992,25414,1
Cultural,1358,52503,1
Seminars,608,14189,1
Seminars,815,165378,1
Sports,858,20680,1
Seminars,1013,213663,1
Seminars,343,2133,1
Cultural,1051,123968,1
Sports,399,43686,1
Cultural,1331,5134,1
Seminars,981,150619,1
Seminars,777,74034,1
Sports,1224,118701,1
Sports,429,21468,1
Seminars,1019,193520,1
Sports,1401,138662,1
Sports,359,51349,1
Sports,714,50059,1
Seminars,781,177990,1
Seminars,811,63563,1
Cultural,1194,111373,1
Seminars,517,117167,1
Sports,1129,42906,1
Seminars,1121,159792,1
Sports,1459,220231,1
Seminars,412,51861,1
Sports,1078,198298,1
Seminars,916,178377,1
Seminars,1199,168249,1
Sports,997,62102,1
Cultural,743,17802,1
Seminars,1135,244568,1
Seminars,998,130990,1
Seminars,563,100398,1
Cultural,1082,181634,1
Seminars,1384,153126,1
Seminars,512,79042,1
Seminars,1265,126716,1
Cultural,475,87561,1
Cultural,1073,62252,1
Sports,683,122975,1
Cultural,560,95815,1
Seminars,1325,122387,1
Sports,1365,168459,1
Cultural,710,125900,1
Seminars,697,97153,1
Sports,1280,211210,1
Sports,761,143780,1
Seminars,1265,133900,1
Seminars,1170,235082,1
Sports,385,62447,1
Seminars,214,9337,1
Cultural,1182,13632,1
Cultural,620,46914,1
Seminars,1136,37441,1
Cultural,744,27686,1
Sports,1454,217236,1
Cultural,1011,182503,1
Seminars,291,64577,1
Cultural,334,73883,1
Sports,105,9044,1
Cultural,553,48587,1
Sports,235,37759,1
Cultural,546,116591,1
Sports,847,26803,1
Seminars,631,53545,1
Seminars,1003,193406,1
Cultural,541,5146,1
Cultural,224,17797,1
Seminars,1253,25171,1
Sports,902,149951,1
Sports,913,27940,1
Sports,1367,141155,1
Sports,476,44750,1
Seminars,1244,6456,1
Cultural,454,101138,1
Sports,405,75263,1
Seminars,718,160167,1
Seminars,1041,116813,1
Cultural,970,196180,1
Cultural,159,12680,1
Seminars,251,29148,1
Seminars,959,102398,1
Sports,329,54518,1
Cultural,824,189899,1
Seminars,107,19013,1
Cultural,617,11569,1
Cultural,131,13803,1
Seminars,366,71937,1
Sports,664,103013,1
Sports,983,187908,1
Cultural,748,64450,1
Seminars,386,16570,1
Seminars,1434,222348,1
Sports,1316,25829,1
Sports,1349,107423,1
Seminars,194,20605,1
Seminars,1021,86474,1
Seminars,592,50215,1
Cultural,1492,242063,1
Sports,1104,70221,1
Cultural,659,124832,1
Sports,136,23802,1
Cultural,1436,41118,1
Sports,896,159785,1
Cultural,910,79480,1
Sports,1122,151345,1
Cultural,961,38312,1
Seminars,530,103931,1
Cultural,396,53859,1
Cultural,1264,236711,1
Seminars,925,102839,1
Seminars,1005,200315,1
Seminars,819,95653,1
Sports,1258,229075,1
Cultural,508,34542,1
Seminars,798,195075,1
Seminars,611,97591,1
Cultural,949,37786,1
Seminars,284,23259,1
Cultural,1403,228921,1
Seminars,1334,103346,1
Seminars,1162,112050,1
Cultural,880,29488,1
Seminars,1314,134597,1
Cultural,550,42640,1
Sports,376,75815,1
Sports,683,149058,1
Cultural,1416,231973,1
Seminars,629,143181,1
Seminars,1381,105687,1
Seminars,269,56549,1
Seminars,562,85783,1
Sports,1202,148701,1
Sports,1141,96825,1
Cultural,645,26443,1
Sports,1277,115583,1
Cultural,747,164762,1
Sports,805,180527,1
Cultural,589,62802,1
Cultural,1392,156328,1
Cultural,1355,184962,1
Cultural,1202,117475,1
Seminars,349,55234,1
Sports,539,126080,1
Sports,533,130612,1
Cultural,1223,7715,1
Cultural,220,18639,1
Sports,800,77491,1
Cultural,529,33539,1
Sports,942,6493,1
Sports,649,26248,1
Cultural,714,126170,1
Seminars,813,46782,1
Seminars,1268,58263,1
Seminars,1217,189264,1
Cultural,914,45383,1
Cultural,1084,28935,1
Cultural,634,137992,1
Sports,1227,193107,1
Sports,970,199188,1
Cultural,300,51654,1
Seminars,1420,58541,1
Seminars,533,33955,1
Sports,434,42679,1
Seminars,1076,18156,1
Sports,397,78693,1
Sports,477,72747,1
Sports,511,37160,1
Seminars,261,15369,1
Seminars,1294,126503,1
Cultural,1126,90012,1
Seminars,852,202624,1
Cultural,1071,229839,1
Cultural,1027,87331,1
Seminars,835,3832,1
Cultural,636,73913,1
Sports,244,59203,1
Sports,937,102362,1
Seminars,1251,71652,1
Cultural,1164,72790,1
Sports,1187,100723,1
Cultural,751,142495,1
Sports,630,45473,1
Cultural,1371,219165,1
Cultural,413,68463,1
Cultural,128,17404,1
Cultural,234,19218,1
Seminars,356,86640,1
Seminars,1146,116700,1
Sports,308,26192,1
Seminars,201,32346,1
Cultural,560,107659,1
Seminars,880,64310,1
Cultural,402,23694,1
Seminars,1220,97916,1
Sports,1152,161979,1
Seminars,1058,60261,1
Seminars,524,25674,1
Seminars,1022,143247,1
Sports,716,76800,1
Seminars,153,20639,1
Cultural,1459,68993,1
Sports,1473,133542,1
Sports,438,32062,1
Seminars,808,46366,1
Seminars,829,36727,1
Seminars,946,148303,1
Sports,1127,149252,1
Cultural,704,122532,1
Sports,1090,238997,1
Sports,450,70526,1
Seminars,882,100705,1
Sports,108,24797,1
Cultural,679,59507,1
Seminars,672,115589,1
Seminars,633,111148,1
Cultural,855,97907,1
Cultural,634,144426,1
Sports,1289,33440,1
Sports,736,26816,1
Sports,209,44275,1
Cultural,1155,127249,1
Seminars,339,37354,1
Cultural,984,227283,1
Sports,274,32814,1
Sports,1280,106461,1
Seminars,861,190690,1
Seminars,677,36049,1
Cultural,163,37536,1
Sports,1251,163991,1
Seminars,914,196020,1
Seminars,558,125186,1
Cultural,1218,27819,1
Cultural,1488,234079,1
Seminars,800,131925,1
Seminars,1083,120720,1
Sports,1010,118839,1
Cultural,632,106427,1
Sports,396,31465,1
Cultural,1368,88690,1
Cultural,153,15500,1
Sports,1170,153900,1
Seminars,1284,26361,1
Seminars,1243,172509,1
Cultural,848,82186,1
Seminars,139,3626,1
Sports,1445,165775,1
Seminars,929,93397,1
Cultural,875,60895,1
Sports,328,48649,1
Cultural,1080,245122,1
Sports,799,99374,1
Cultural,1001,76015,1
Seminars,583,103148,1
Sports,317,7989,1
Sports,1079,181084,1
Sports,675,131173,1
Seminars,522,3756,1
Sports,282,19658,1
Seminars,919,28810,1
Seminars,522,108223,1
Cultural,924,84099,1
Cultural,370,60095,1
Seminars,164,18185,1
Seminars,1104,124829,1
Cultural,237,44505,1
Cultural,199,26559,1
Cultural,1200,142754,1
Seminars,776,19817,1
Seminars,626,152360,1
Seminars,109,11327,1
Cultural,136,30907,1
